estonia	neighborOf	russia
kenya	neighborOf	ethiopia
greece	neighborOf	macedonia
eastern_europe	locatedIn	europe
hungary	neighborOf	austria
hungary	neighborOf	slovenia
gabon	neighborOf	equatorial_guinea
albania	locatedIn	europe
mauritania	neighborOf	mali
papua_new_guinea	locatedIn	melanesia
kyrgyzstan	neighborOf	china
central_african_republic	neighborOf	south_sudan
libya	neighborOf	niger
guinea-bissau	neighborOf	senegal
south_georgia	locatedIn	south_america
nigeria	neighborOf	niger
réunion	locatedIn	eastern_africa
canada	locatedIn	northern_america
guinea	neighborOf	guinea-bissau
ukraine	neighborOf	hungary
armenia	neighborOf	iran
argentina	locatedIn	south_america
guinea-bissau	neighborOf	guinea
moldova	locatedIn	europe
australia_and_new_zealand	locatedIn	oceania
fiji	locatedIn	melanesia
bolivia	neighborOf	peru
dr_congo	neighborOf	tanzania
sri_lanka	neighborOf	india
south_africa	neighborOf	namibia
french_guiana	neighborOf	brazil
mali	locatedIn	western_africa
micronesia	locatedIn	oceania
saudi_arabia	neighborOf	iraq
czechia	neighborOf	slovakia
thailand	neighborOf	laos
cayman_islands	locatedIn	americas
norway	neighborOf	finland
venezuela	neighborOf	colombia
guinea	neighborOf	sierra_leone
chad	neighborOf	south_sudan
switzerland	locatedIn	europe
azerbaijan	neighborOf	iran
switzerland	locatedIn	western_europe
germany	neighborOf	czechia
rwanda	locatedIn	africa
swaziland	locatedIn	southern_africa
poland	neighborOf	belarus
zambia	locatedIn	africa
south_georgia	locatedIn	americas
burundi	neighborOf	dr_congo
cayman_islands	locatedIn	caribbean
namibia	locatedIn	africa
tajikistan	neighborOf	kyrgyzstan
georgia	neighborOf	russia
syria	neighborOf	iraq
western_asia	locatedIn	asia
haiti	locatedIn	americas
timor-leste	neighborOf	indonesia
spain	neighborOf	andorra
tonga	locatedIn	oceania
syria	neighborOf	lebanon
russia	neighborOf	mongolia
united_kingdom	neighborOf	ireland
russia	neighborOf	poland
mali	locatedIn	africa
luxembourg	neighborOf	france
italy	neighborOf	vatican_city
greece	neighborOf	turkey
british_indian_ocean_territory	locatedIn	africa
russia	neighborOf	kazakhstan
malaysia	neighborOf	brunei
bosnia_and_herzegovina	neighborOf	montenegro
kosovo	neighborOf	montenegro
senegal	neighborOf	mali
bosnia_and_herzegovina	locatedIn	southern_europe
south_sudan	neighborOf	sudan
macedonia	neighborOf	greece
nicaragua	neighborOf	costa_rica
guyana	neighborOf	venezuela
chile	neighborOf	bolivia
azerbaijan	locatedIn	western_asia
slovenia	neighborOf	croatia
china	neighborOf	myanmar
jordan	neighborOf	israel
brazil	neighborOf	uruguay
tunisia	neighborOf	algeria
jordan	neighborOf	saudi_arabia
samoa	locatedIn	polynesia
paraguay	locatedIn	south_america
burkina_faso	neighborOf	benin
switzerland	neighborOf	austria
central_african_republic	neighborOf	republic_of_the_congo
angola	neighborOf	republic_of_the_congo
belgium	neighborOf	france
british_indian_ocean_territory	locatedIn	eastern_africa
albania	neighborOf	macedonia
montenegro	neighborOf	croatia
serbia	neighborOf	bulgaria
dr_congo	neighborOf	central_african_republic
pakistan	neighborOf	afghanistan
bolivia	neighborOf	paraguay
united_states_minor_outlying_islands	locatedIn	northern_america
svalbard_and_jan_mayen	locatedIn	europe
cameroon	neighborOf	gabon
panama	locatedIn	central_america
suriname	neighborOf	guyana
honduras	locatedIn	americas
togo	locatedIn	africa
norfolk_island	locatedIn	oceania
nepal	locatedIn	asia
singapore	locatedIn	asia
french_polynesia	locatedIn	polynesia
guinea	locatedIn	western_africa
liberia	locatedIn	western_africa
trinidad_and_tobago	locatedIn	americas
cuba	locatedIn	caribbean
melanesia	locatedIn	oceania
guinea-bissau	locatedIn	africa
germany	neighborOf	belgium
monaco	neighborOf	france
kiribati	locatedIn	micronesia
thailand	neighborOf	myanmar
argentina	neighborOf	chile
vanuatu	locatedIn	oceania
armenia	locatedIn	western_asia
pakistan	neighborOf	china
slovakia	neighborOf	ukraine
slovakia	neighborOf	hungary
somalia	locatedIn	africa
macedonia	neighborOf	serbia
benin	neighborOf	burkina_faso
kosovo	neighborOf	albania
chad	neighborOf	central_african_republic
iran	locatedIn	asia
vietnam	locatedIn	south-eastern_asia
ukraine	neighborOf	slovakia
laos	neighborOf	china
norfolk_island	locatedIn	australia_and_new_zealand
honduras	neighborOf	guatemala
haiti	neighborOf	dominican_republic
mauritania	neighborOf	western_sahara
china	locatedIn	asia
northern_mariana_islands	locatedIn	oceania
sudan	neighborOf	south_sudan
kenya	neighborOf	uganda
benin	locatedIn	western_africa
saint_martin	locatedIn	americas
angola	locatedIn	middle_africa
bahrain	locatedIn	asia
spain	neighborOf	gibraltar
moldova	neighborOf	romania
western_sahara	neighborOf	morocco
south_korea	locatedIn	asia
germany	neighborOf	poland
kazakhstan	neighborOf	turkmenistan
libya	neighborOf	algeria
italy	neighborOf	san_marino
niger	neighborOf	burkina_faso
egypt	neighborOf	israel
bulgaria	neighborOf	romania
pitcairn_islands	locatedIn	oceania
france	locatedIn	western_europe
thailand	neighborOf	cambodia
saudi_arabia	neighborOf	united_arab_emirates
american_samoa	locatedIn	polynesia
french_guiana	neighborOf	suriname
eastern_africa	locatedIn	africa
christmas_island	locatedIn	australia_and_new_zealand
georgia	neighborOf	azerbaijan
france	neighborOf	andorra
republic_of_the_congo	neighborOf	central_african_republic
antigua_and_barbuda	locatedIn	americas
ivory_coast	neighborOf	guinea
portugal	locatedIn	europe
switzerland	neighborOf	italy
turkey	neighborOf	armenia
guatemala	neighborOf	mexico
zambia	locatedIn	eastern_africa
poland	neighborOf	ukraine
austria	neighborOf	slovenia
swaziland	neighborOf	mozambique
central_america	locatedIn	americas
ireland	neighborOf	united_kingdom
uruguay	neighborOf	argentina
austria	neighborOf	liechtenstein
kenya	neighborOf	tanzania
latvia	locatedIn	northern_europe
isle_of_man	locatedIn	europe
canada	neighborOf	united_states
peru	locatedIn	americas
togo	neighborOf	benin
serbia	neighborOf	macedonia
montenegro	neighborOf	bosnia_and_herzegovina
saint_pierre_and_miquelon	locatedIn	americas
kazakhstan	neighborOf	russia
belgium	locatedIn	western_europe
serbia	neighborOf	romania
tunisia	locatedIn	africa
angola	neighborOf	zambia
algeria	neighborOf	niger
panama	neighborOf	colombia
jamaica	locatedIn	americas
italy	locatedIn	europe
libya	neighborOf	chad
qatar	locatedIn	western_asia
namibia	neighborOf	angola
azerbaijan	neighborOf	russia
faroe_islands	locatedIn	europe
panama	neighborOf	costa_rica
dominican_republic	locatedIn	americas
solomon_islands	locatedIn	oceania
mexico	neighborOf	guatemala
kuwait	locatedIn	asia
mali	neighborOf	niger
guinea	neighborOf	liberia
uganda	neighborOf	rwanda
mauritius	locatedIn	eastern_africa
cocos_keeling_islands	locatedIn	australia_and_new_zealand
saint_martin	locatedIn	caribbean
australia	locatedIn	oceania
kazakhstan	neighborOf	china
southern_asia	locatedIn	asia
mongolia	neighborOf	china
colombia	locatedIn	south_america
israel	locatedIn	asia
malta	locatedIn	europe
north_korea	neighborOf	south_korea
croatia	neighborOf	serbia
lesotho	locatedIn	southern_africa
italy	neighborOf	austria
paraguay	neighborOf	brazil
malawi	locatedIn	eastern_africa
saint_vincent_and_the_grenadines	locatedIn	americas
germany	neighborOf	luxembourg
greece	neighborOf	bulgaria
vietnam	neighborOf	china
åland_islands	locatedIn	northern_europe
republic_of_the_congo	neighborOf	angola
nepal	neighborOf	china
micronesia	locatedIn	micronesia
czechia	locatedIn	eastern_europe
lithuania	neighborOf	belarus
zambia	neighborOf	dr_congo
slovenia	locatedIn	southern_europe
austria	locatedIn	western_europe
mauritania	neighborOf	senegal
namibia	neighborOf	botswana
mayotte	locatedIn	africa
algeria	neighborOf	libya
niger	locatedIn	western_africa
italy	neighborOf	switzerland
latvia	neighborOf	belarus
dominican_republic	neighborOf	haiti
india	neighborOf	bhutan
bosnia_and_herzegovina	locatedIn	europe
poland	neighborOf	czechia
sierra_leone	neighborOf	guinea
tajikistan	neighborOf	afghanistan
austria	neighborOf	italy
argentina	neighborOf	paraguay
guatemala	neighborOf	belize
guinea	neighborOf	mali
ireland	locatedIn	europe
algeria	locatedIn	africa
andorra	locatedIn	europe
mauritania	neighborOf	algeria
cocos_keeling_islands	locatedIn	oceania
bangladesh	neighborOf	myanmar
lithuania	neighborOf	poland
nauru	locatedIn	micronesia
uruguay	neighborOf	brazil
chile	neighborOf	peru
syria	locatedIn	western_asia
iraq	neighborOf	saudi_arabia
suriname	neighborOf	french_guiana
dominica	locatedIn	caribbean
bahamas	locatedIn	americas
new_zealand	locatedIn	australia_and_new_zealand
luxembourg	locatedIn	europe
cyprus	locatedIn	eastern_europe
mali	neighborOf	algeria
france	neighborOf	switzerland
serbia	neighborOf	hungary
barbados	locatedIn	americas
armenia	neighborOf	azerbaijan
saudi_arabia	neighborOf	qatar
mauritius	locatedIn	africa
libya	locatedIn	northern_africa
djibouti	neighborOf	somalia
slovakia	neighborOf	austria
tanzania	neighborOf	zambia
brazil	neighborOf	guyana
russia	neighborOf	lithuania
russia	neighborOf	estonia
niger	neighborOf	mali
macedonia	neighborOf	bulgaria
ghana	neighborOf	burkina_faso
italy	neighborOf	france
greece	locatedIn	europe
liechtenstein	locatedIn	western_europe
middle_africa	locatedIn	africa
uzbekistan	locatedIn	central_asia
croatia	neighborOf	slovenia
sudan	neighborOf	chad
ukraine	neighborOf	romania
china	neighborOf	afghanistan
argentina	locatedIn	americas
austria	neighborOf	slovakia
tonga	locatedIn	polynesia
benin	neighborOf	nigeria
russia	neighborOf	belarus
croatia	locatedIn	europe
colombia	neighborOf	venezuela
poland	neighborOf	slovakia
new_zealand	locatedIn	oceania
brazil	locatedIn	americas
romania	neighborOf	bulgaria
iran	neighborOf	turkmenistan
iran	neighborOf	afghanistan
são_tomé_and_príncipe	locatedIn	middle_africa
lithuania	neighborOf	russia
guernsey	locatedIn	europe
afghanistan	neighborOf	uzbekistan
north_korea	neighborOf	china
uganda	locatedIn	eastern_africa
